codigo_produto,produto,secao,custo_atual,preco_atual,ncm
7401,TOALHA SOCIAL LAVABO C/ TIRA BORDADA CRISTAL BOUTON,TOALHAS AVULSA,10.13,21.00,63026000
4492,FRONHA LIVORNO 50X90 TRUSSARDI,FRONHA,128.26,285.00,63023100
1944,SAIA BABADO CASAL 1.40/1.90 MISTA PONTO PALITO ANDREZA,SAIA PARA COLCHAO,39.35,87.00,63023900
7177,CONJUNTO 4 POTES DE VIDRO BOROSSILICATO REF 1172,DIVERSOS,19.66,44.00,70134900
6646,EDREDON QUEEN VINTAGE KACYUMARA,EDREDON,230.07,498.00,94049000
5368,JOGO DE CAMA KING SIZE 04 PÇS 400 FIOS BORD. NOBLE MARKEN FA,JOGO DE CAMA,666.43,1365.00,63023100
6853,CONJUNTO 6 COLHERES P/ SOBREMESA INOX POSITANO LYOR,DIVERSOS,12.15,27.00,82159910
7361,ESFERA DECORATIVA MEDIA EM RATTAN REF 13401 MART,DIVERSOS,29.25,57.00,46021200
7360,ESFERA DECORATIVA PEQUENA EM RATTAN REF 13400 MART,DIVERSOS,20.25,39.00,46021200
7455,BANDEJA BAMBOO LINHA OSAKA YOI,DIVERSOS,29.74,60.00,44191900
6913,ESCULTURA MACACO DOURADO EM POLIRESINA,DIVERSOS,75.49,159.00,39264000
7279,PALAVRA DECORATIVADE CERAMICA HOME CAPSLOCK LYOR,DIVERSOS,16.07,39.00,69139000
7058,OURIÇO EM METAL REF 10947/10945/10948,DIVERSOS,38.39,89.00,83062100
3948,TAPETE DA VINCI 2.00/3.00 NIAZITEX,TAPETE,638.82,1630.00,57029200
7385,TAPETE 2.00/2.90 ISRAEL ASIATEX/PINHEIRO,TAPETE,261.00,689.00,\N
7484,TAPETE VINYL 0.60/1.20 NIAZITEX,TAPETE,31.75,75.00,39181000
4850,CAMINHO DE MESA 0.40/2.20 ACETIN. BORD./ LINHO MANOR HILL,CAMINHO DE MESA,36.87,84.00,63025300
7305,SOUSPLAT MULTIUSO KACYUMARA,JOGO DE COZINHA,20.26,42.00,63025300
7197,CJ 6 XICARAS CAFE C/ PIRES DE PORCELANA 90ML LYOR,DIVERSOS,63.34,146.00,69111010
7186,PÁ P/ BOLO INOX LUXO LYOR,DIVERSOS,23.64,52.00,82159910
7084,BANDEJA GRANDE METAL ESPELHO REF 12259,DIVERSOS,112.81,262.00,73239900
7391,TAPETE PELE ECOLOGICO 1.55/1.90 NIAZIATEX,TAPETE,345.84,759.00,57033000
5355,CJ 6 TAÇAS P/AGUA VIDRO LIBELULA 300 ML LYOR,DIVERSOS,37.41,89.00,57024200
5786,CAMISETA MASC.MALHA 1 A 8 ANOS MALWEE,CONFECCOES,20.06,51.00,61091000
3526,TAPETE FIO DE SEDA 3D 1.50/2.00 EDANTEX/PINHEIRO,TAPETE,292.15,598.00,57024200
827,PROTETOR COLCHAO QUEEN APOLO IMPERMEAVEL LAVIVE,PROTETOR DE COLCHAO,62.68,135.00,63023200
7516,PORTA RETRATO EM POLIRESINA 15X20 MART,DIVERSOS,76.86,186.00,39264000
6943,CAPA P/ ROLINHO PASTILHA PLAZA 0.50/0.20 LAVIVE,DIVERSOS,17.93,38.00,63023200
7430,ALMOFADA VELUDO NATAL 0.45/0.45 BORDADA DECORTEXTIL,ALMOFADA,69.90,147.00,94049000
7134,PERFUME BURBERRY BRIT FOR HER 50 ML,PERFUME MASCULINO,227.08,459.00,33030010
7483,TAPETE KIIM ANAND 0.60/0.90 NIAZITEX,TAPETE,38.49,87.00,57029900
7547,BANDEJA ESTEIRA C/ PORTA COPOS E PORTA CONTROLE DS MOVEIS,DIVERSOS,25.00,54.00,94036000
7199,PRATO FUNDO DE PORCELANA ATLANTIS LYOR,DIVERSOS,4.95,12.00,69111090
7546,BANDEJA ESTEIRA C/ PORTA COPOS DUPLO DS MOVEIS,DIVERSOS,19.00,42.00,94036000
7433,ROUPÃO VINTAGE/BLANKET KACYUMARA,ROUPAO,71.25,158.00,61089200
7126,KIT BANDEJA METAL 3 PÇS REF 11418/11406,DIVERSOS,111.06,245.00,73239900
7482,TAPETE KIIM ANAND 0.50/0.70 NIAZITEX,TAPETE,24.94,57.00,57029900
7431,ALMOFADA VELUDO/LINHO 0.35/0.58 ESTAMPADA DECORTEXTIL,ALMOFADA,59.90,129.00,94049000
6569,TOALHA VISITA UNIKA FIO PENTEADO 0.30/0.50 KARSTEN,TOALHAS AVULSA,9.95,18.00,63026000
7429,CAPA DE ALMOFADA 0.40/0.40 ROMA JOLITEX,CAPA,10.76,24.00,63049300
7075,BANDEJA EM METAL COM ESPELHO REF 6548/5666,DIVERSOS,46.94,109.00,73239900
6971,CORTINA DUPLEX CHIFFON 4.20/2.50 BELLA JANELA,CORTINA,195.76,430.00,63039200
7493,COBRE LEITO KING 03 PÇS ELEGANCE/COLOR HABITAT,COBRE LEITO,73.02,198.00,94049000
7533,COBRE LEITO CASAL 03 PÇS VELVET/NEO CAMESA,COBRE LEITO,136.00,318.00,94049000
7517,REDE CADEIRA CONTEPORANEA 1.35 X 1.50 CASA LEOPOLDO,DIVERSOS,269.00,699.00,56089000
7321,CACHEPOT PEQUENO PENDENTE EM VIDRO REF 11820 MART,DIVERSOS,41.94,96.00,70139900
7504,VASO EM CERAMICA MART,DIVERSOS,85.41,210.00,69139000
7503,VASO EM CERAMICA GRANDE MART,DIVERSOS,72.59,178.00,69139000
7474,TAPETE JUTA SMIRNA 2.50/3.00 NIAZITEX,TAPETE,777.60,1797.00,57029900
6952,SOUSPLAT DORICO/CORINTO/BASIC COPA&CIA,DIVERSOS,10.74,24.00,39241000
6619,COBRE LEITO KING 03 PÇS 300 FIOS CETIM SPIAZZO TRUSSARDI,COBRE LEITO,670.40,1742.00,94049000
6947,ARGOLA DE GUARDANAPO 4 PCS FIBER COPA & CIA,DIVERSOS,45.23,99.00,46021200
6796,CACHEPOT EM CERAMICA COM SUCULENTA PERMANENTE,DIVERSOS,46.11,96.00,69139000
4713,PASSADEIRA PVC ECO 0.50/2.00 J-SERRANO/PINHEIRO,TAPETE,39.00,120.00,63014000
7496,TAPETE PVC ECO 0.40/0.60 J-SERRANO/PINHEIRO,TAPETE,9.00,27.00,63014000
7285,PERFUME CHLOE NOMADE 75 ML,PERFUME FEMININO,374.23,749.00,33030010
7545,ARVORE NATAL VERDE 21X17 DS MOVEIS,DIVERSOS,7.00,18.00,94036000
351,CAPA P/CADEIRA MALHA ESTAMPADA JOLITEX,CAPA,15.30,36.00,63023100
7542,SUCULENTA PERMANENTE STYLE JOLITEX,DIVERSOS,9.41,24.00,67021000
6747,KIT CAIXA DECORATIVA 3 PÇS,DIVERSOS,125.91,249.00,44209000
7492,COBRE LEITO CASAL 03 PÇS ELEGANCE/COLOR HABITAT,COBRE LEITO,59.48,169.00,94049000
7586,JOGO DE CAMA MAGLIE QUEEN TRUSSARDI,JOGO DE CAMA,639.95,1312.00,63023100
7436,JOGO DE CAMA 04 PÇS QUEEN GIANNELLA TRUSSARDI,COBRE LEITO,489.42,998.00,63022100
7588,FRONHA DONATI 50X70CM TRUSSARDI,FRONHA,75.43,159.00,63023100
3458,JOGO DE CAMA QUEEN 03 PÇS 150 FIOS PINHEIRO,JOGO DE CAMA,44.00,135.00,63014000
7525,"REDE TRANCE ARTESANAL 4,20 X 160 M CASA LEOPOLDO",DIVERSOS,663.00,1359.00,56089000
7553,PORTA RETRATO 15X20 REF 14146 MART,DIVERSOS,21.29,39.00,39264000
7554,PORTA RETRATO 20X25 REF 14146 MART,DIVERSOS,25.56,66.00,39264000
6827,VASO ROSA EM CIMENTO REF 10939,DIVERSOS,47.94,99.00,68109900
4542,"CONJUNTO 1,2,3 CAMISETA REGATA BERMUDA BRIM OU SARJA HAVE FU",CONFECCOES,27.18,54.00,61032200
4770,PERFUME LACOSTE BLANC MAN 175 ML,PERFUME MASCULINO,237.27,474.00,33030020
1518,TOALHA BANHO GIGANTE DIVERSAS MARCAS,TOALHAS AVULSA,6.49,66.00,63026000
7315,ESPELHO PRETO EM METAL GRANDE REF 09396 MART,DIVERSOS,224.91,516.00,70099200
7593,VELA PERFUMADA T SICILIANA 600 G TRUSSARD,DIVERSOS,140.00,280.00,33074900
7490,TAPETE PIZA 2.50/3.50 NIAZITEX,TAPETE,722.92,1698.00,57024200
4450,JOGO DE CAMA CASAL 600 FIOS MISTO BOUTON,JOGO DE CAMA,50.00,199.00,63039200
7481,TAPETE CHINILI DE TEAR 0.90/1.50 ARTESANATO MINEIRO,TAPETE,78.00,168.00,57021000
3734,EDREDON QUEEN 200 FIOS 2.40/2.60 ARTELASSE,EDREDON,139.66,270.00,63022100
3465,KIT BERÇO AM CM 08 PÇS I´TS A BOY/BEBE PIQUEZINHO PAULINHA B,KIT BERÇO,188.71,360.00,63023100
450,EDREDON SOLTEIRO PROMOCIONAL VIDA BELA KACYUMARA,EDREDON,0.00,378.00,94049000
7527,ALMOFADA TRANCE 45CM X 45CM CASA LEOPOLDO,DIVERSOS,55.00,189.00,63023100
4595,PERFUME JEAN PAUL PIN UP FEMME 100ML,PERFUME FEMININO,280.53,560.00,33030020
4119,PERFUME HOT IS BLACK FOR MEN NUPARFUMS 100ML,PERFUME MASCULINO,31.75,99.00,33030010
3451,TAPETE ULTIMAS PEÇAS PROMOCIONAL 1.00/1.50 JOLITEX,TAPETE,84.93,199.00,57033000
7231,FAQUEIRO 24 PÇS INOX CABO DE PLASTICO REF 6295 LYOR,DIVERSOS,114.75,264.00,82152000
7589,PIJAMA FEM.CALÇA M/CURTA MALWEE,PIJAMAS,72.76,162.00,61083100
7600,SAIA BOX QUEEN 1.58/1.98 PETIT POA ALTENBURG,SAIA PARA COLCHAO,73.10,156.00,940490000
1683,"POTE DE VIDRO COM TAMPA DE BABU CLASSIC 1,5 L WOLFF",DIVERSOS,27.92,65.00,70134900
4552,COBRE LEITO SUPERKING PROMOCIONAL  SATINEE KACYUMARA,COBRE LEITO,535.33,1124.00,63041910
4067,JOGO DE CAMA KING 4PCS MURANO/DORATA 300 FIOS TRUSSARDI,JOGO DE CAMA,12.56,1029.00,33030010
3109,FRONHA PLUSH 0.50/.070 PINHEIRO,TRAVESSEIROS,19.26,19.50,63021000
6582,BONECO DE NEVE C/ CHAPEU PARIS 40CM NIAZITEX,DIVERSOS,44.53,99.00,95051000
2654,CJ 6 GARFOS P/ MESA DE AÇO INOX POSITANO 20 CM LYOR,DIVERSOS,16.32,39.00,82159100
2577,EDREDON KING PROMOCIONAL VIDA BELA KACYUMARA,EDREDON,122.38,576.00,94049000
2537,TAPETE SAO CARLOS SAFARI 2.00//2.90,TAPETE,291.54,552.00,57025400
7607,COBRE LEITO QUEEN 03 PCS 150 FIOS KARSTEN,COBRE LEITO,216.00,456.00,94049000
1352,EDREDON QUEEN 150 FIOS NATURALLE SULTAN,EDREDON,95.05,180.00,\N
5212,PERFUME SHAKIRA GOLDEN/ SWEET  DREAM 80 ML,PERFUME FEMININO,98.35,198.00,33030020
7614,JOGO AMERICANO 12 PCS,DIVERSOS,0.00,89.00,56089000
1468,COLCHA SOLTEIRO PIQUE CARTOON NETWORK 02 PCS BOUTON,COLCHA,29.88,63.00,\N
1322,ROUPAO INFANTIL AVELUDADO QUIMONO C/CAPUZ LEPPER,ROUPAO,52.90,117.00,62089100
7528,ALMOFADA TRAN RETANGULAR  50X30 CASA LEOPOLDO,DIVERSOS,37.50,89.00,63023100
6588,TAPETE VENEZA 3.00/4.00 NIAZITEX,TAPETE,1224.72,2829.00,57029200
7476,TAPETE KIIM ANAND 0.60/1.80 NIAZITEX,TAPETE,76.98,177.00,57029900
4978,KIT BERÇO AM CM 08 PÇ URSO/COROINHA/PRATIK/BONECA PAULINHA B,KIT BERÇO,227.33,456.00,63023100
823,JOGO DE CAMA QUEEN PROMOCIONAL 04 PÇS SATINEE KACYUMARA,JOGO DE CAMA,0.00,672.00,63022100
4446,JOGO DE CAMA SOLTEIRO KING UNIQUE 1.10/2.03 180 FIOS ALTENBU,JOGO DE CAMA,89.70,180.00,63022100
7530,MANTA PARA SOFA 1.30/1.50 JOLITEX,MANTA,70.40,158.00,63049300
7005,CORTINA CORTA LUZ LINHO 100% 3.00/4.00 ADOMES,CORTINA,393.80,827.00,63031200
7122,LIVRO CAIXA REF 13596,DIVERSOS,85.41,172.00,44209000
7121,LIVRO CAIXA REF 13597,DIVERSOS,102.51,205.00,44209000
7558,PORTA RETRATO EM MDF COM RATTAN 15X20 MART,DIVERSOS,64.19,138.00,44140000
7557,PORTA RETRATO EM MDF COM RATTAN 10X15 MART,DIVERSOS,46.94,98.00,44140000
7604,JOGO AMERICANO NATURE SPIN/FLORA/VAZADO/RAMI KIND COPA&CIA,DIVERSOS,36.41,72.00,63025300
7117,ESCULTURA BAILARINA POLIRESINA REF 12764/12766/12765,DIVERSOS,128.16,308.00,39264000
1117,TOALHA MESA 1.40/1.40 NATALINA TEKA,TOALHA DE MESA,7.56,18.00,63025100
7258,TAPETE BELGA 0.50/0.80 JOLITEX,TAPETE,21.03,49.00,58050020
7282,PERFUME CHLOE ROSE TANGERINE 75 ML,PERFUME FEMININO,351.87,699.00,33030010
7290,PERFUME CHLOE SIGNATURE 75 ML,PERFUME FEMININO,417.00,816.00,33030010
7010,CORTINA DUPLEX 5.40/2.80 SORRENTO BELLA JANELA,CORTINA,368.30,810.00,63039200
7548,SAIA BOX CASAL 1.38/1.88 PETIT POA ALTENBURG,SAIA PARA COLCHAO,67.88,144.00,94049000
626,KIT CORTINA C/ VARAO P/ PIA 0.80/1.50 INTERLAR,CORTINA,19.14,39.00,63039200
7489,TAPETE PIZA 2.50/3.00 NIAZITEX,TAPETE,619.65,1434.00,57024200
6978,CORTINA P/ TRILHO INOVE DUPLEX 5.40/3.00 BELLINI/MOCANO BELL,CORTINA,295.18,648.00,63039200
2885,TOALHA MESA 1.80/2.20 VOAL/CREPE BORD.IMPORT(2010/595) RAFIM,TOALHA DE MESA,132.12,250.00,63025100
7372,COBRE LEITO KING 05 PÇS 230 FIOS TULIP MARKEN FASSI,COBRE LEITO,696.00,1392.00,63023100
2560,LENCOL AVULSO SOLTEIRO 300 FIOS KARSTEN/PINHEIRO,LENCOL AVULSO,39.00,96.00,63014000
7609,REDE PINHEIRO,DIVERSOS,65.00,139.00,56089000
6890,TAPETE ANTUERPIA/LIEGE/BRUXELAS 2.50/3.00 EDANTEX,TAPETE,445.74,1080.00,57024200
7584,CAPA DE ALMOFADA SELVA/APOLO 0.43/0.43 JOLITEX,CAPA,11.40,24.00,63049300
5760,COBRE LEITO OLIVO KING TRUSSARDI,COBRE LEITO,17.94,1746.00,94044000
2418,POTICHE DECORATIVO CRISTAL DE CHUMBO QUEEN 11X7 CM WOLFF,DIVERSOS,6.57,15.00,70139110
7105,VASO CHAMPANHE EM VIDRO REF 09674,DIVERSOS,19.23,45.00,70139900
7193,PORTA DETERGENTE E ESPONJA CERAMICA LYOR,DIVERSOS,25.93,57.00,69120000
7543,SUCULENTA PERMANENTE CLASSIC JOLITEX,DIVERSOS,14.43,30.00,67021000
7544,VASO COM SUCULENTA PERMANETE CLASSIC JOLITEX,DIVERSOS,9.60,27.00,67021000
7608,COBRE LEITO KING 03 PCS 150 FIOS KARSTEN,COBRE LEITO,241.47,498.00,94049000
7189,PORTA DOCES 2 ANDARES CRISTAL LYOR,DIVERSOS,52.61,117.00,70134100
7091,BANDEJA MÉDIA METAL VIDRO REF 11418/11406,DIVERSOS,37.76,87.00,73239900
7463,ALMOFADA MARGHERITE/STELLA TRUSSARD,ALMOFADA,115.96,255.00,94049000
4039,FRONHA VERCELLI 50X90CM 300 FIOS TRUSSARDI,FRONHA,94.30,209.00,63023100
7645,FRONHA VERCELLI 50X70CM 300 FIOS TRUSSARDI,FRONHA,75.43,188.00,63023100
7628,VASO EM CERAMICA P REF 13855 MART,DIVERSOS,38.39,93.00,69139000
1884,PEL SAPO MUSICAL BRAÇO/PERNA ESTICADO/MICKEY P/MINIE PCASC,DIVERSOS,12.69,24.00,95030031
5817,PERFUME YSL BLACK OPIUM 90ML,PERFUME FEMININO,357.63,699.00,33030010
3300,TAPETE SAO CARLOS ELISE/PREMIUM 2.50/3.50,TAPETE,201.79,2200.00,57024200
6859,MORINGA DE VIDRO FACES  LYOR,DIVERSOS,12.31,27.00,70134900
7437,COBRE LEITO QUEEN 03 PÇS GIANNELLA TRUSSARDI,COBRE LEITO,528.26,1089.00,94049000
7435,JOGO DE CAMA 04 PÇS KING GIANNELLA TRUSSARDI,JOGO DE CAMA,534.67,1098.00,63022100
6707,SABONETE LIQUIDO TRUSSARDI,DIVERSOS,83.96,165.00,34013000
7641,COBRE LEITO  KING TRAP. 03 PÇS GIORDANO LUXUS BUDDEMEYE,COBRE LEITO,2625.00,5778.00,94049000
230,VASO DE VIDRO 15X30 GUARDIAN,DIVERSOS,40.99,94.00,70139900
4310,TOALHA MESA 1.60/1.60  QUADRADA LIMPA FACIL XANFER,TOALHA DE MESA,25.05,48.00,63025990
7638,COBRE LEITO KING TRAP. 03 PÇ DIANE LUXUS BUDDEMEYER,COBRE LEITO,1050.00,2298.00,94049000
7640,COBRE LEITO SUPER KING TRAP. 03 PÇS FAYE LUXUS BUDDEMEYE,COBRE LEITO,1134.00,2496.00,94049000
7642,ALMOFADA 0.40/0.40 FAYE/GRACIA LUXUS BUDDEMEYER,ALMOFADA,126.00,279.00,94049000
7665,ALMOFADA ALBA/FILIPPO 0.30/0.50 LUXUS BUDDEMEYER,DIVERSOS,96.60,219.00,94049000
529,COLCHA CASAL NAPOLI 03 PCS IONE/MIRANDA/CRISTIANE,COLCHA,58.02,99.00,94049000
7605,SAIA BOX QUEEN 1.58/1.98 EASY FIT ALTENBURG,JOGO DE CAMA,59.10,124.00,94049000
7450,COLHER DE SILICONE C/CABO DE BAMBU 27 CM HEART LYOR,DIVERSOS,8.26,18.00,39241000
6876,COLHER P/ SORVETE INOX 20CM NIAZITEX,DIVERSOS,9.51,22.00,73239300
6799,ESCADA DOURADA EM METAL REF 12202/12201 MART,DIVERSOS,134.44,279.00,83062100
7149,PORTA PAO BAMBU PEQUENO YOI,DIVERSOS,92.32,189.00,44191900
7235,CONJ. PETISQUEIRA C/ BANDEJA E 3 POTES LYOR,DIVERSOS,29.64,63.00,44191900
455,LENCOL AVULSO CASAL FIX COTEMINAS/SUMMER DAY/GARCIA/FANTASIA,LENCOL AVULSO,15.00,33.00,63023100
7669,ESFOLIANTE CORPORAL ESPUMARIA,DIVERSOS,39.00,89.00,34600000
7668,LOÇAO HIDRATANTE CORPORAL ESPUMARIA,DIVERSOS,30.30,69.00,33049910
7497,TAPETE PVC VINIL 0.45/0.75 CONFORTO JOLITEX/PINHEIRO,TAPETE,17.00,45.00,57024200
7467,TAPETE MEXICO 2.00/3.00 NIAZITEX,TAPETE,602.64,1398.00,57029200
4786,PORTA PAPEL TOALHA DE BAMBU LYOR,DIVERSOS,21.30,43.00,44191900
7175,CORTINA DUO 4.20/2.50 MONACO BELLA JANELA,CORTINA,251.14,529.00,63039200
3786,CORTINA PRATIKA BELLINI  1.70/2.60 BELLA JANELA,CORTINA,68.81,145.00,63039900
1731,EDREDON SOLTEIRO 01 PÇ 150 FIOS 100% ANDREZA,EDREDON,50.52,108.00,63019000
1187,EDREDON SOLTEIRO 1.40/2.20 DISNEY LIGHT MISTO DUPLA FACE SAN,EDREDON,43.85,108.00,\N
4821,PERFUME GIVENCHY L INTERDIT INTENSE FEM 80 ML,PERFUME FEMININO,424.19,848.00,33030010
7491,TAPETE PIZA 3.00/4.00 NIAZITEX,TAPETE,991.44,2295.00,57024200
7677,GARRAFA TERMICA PLASTICO DIAMOND LYOR,DIVERSOS,62.81,139.00,96170010
7331,CACHEPOT EM CIMENTO REF 12335/12331/12333/14119 MART,DIVERSOS,58.41,117.00,68109900
6903,TAPETE ROMA 2.00/3.00 NIAZITEX,TAPETE,565.34,1448.00,57029200
6670,PISO SCALA / NOCCIOLA 086X60  TRUSSARDI,PISO ATOALHADO,48.53,135.00,63026000
7650,JOGO DE TOALHA 05 PÇS MAGLIE TRUSSARDI,JOGO DE TOALHAS,307.59,675.00,63023000
4897,MANTA SOLTEIRO DAVOS FLANNEL ANDREZA,MANTA TIPO COBERTOR,68.95,143.00,63014000
4209,HUGO BOSS BOTTLED NIGHT FOR MEN 100ML,PERFUME MASCULINO,231.60,469.00,33030020
7654,PIJAMA ADULTO FEM. BLUSA PROMOCIONAL MC ABERTO /SHORT/ SONHA,PIJAMAS,0.00,178.00,61083100
4693,TAPETE SISAL 1.00/1.50 MALIBU/RECIFE SAO CARLOS,TAPETE,29.34,69.00,57029200
2958,"CORTINA VARAO 1.80/2.00 BANDO MALHA MOD. 246,186,216 & 290 A",CORTINA,4.39,69.00,63031200
7174,CORTINA DUO 3.00/1.70 SORRENTO,CORTINA,172.68,349.00,63039200
7535,TOALHA DE MESA RENDADA VENEZA/DELHI 1.60/270 JOLITEX,TOALHA DE MESA,167.82,369.00,63025300
908,TOALHA VISITA NATALINA 0.33/0.50 KARSTEN,TOALHAS AVULSA,0.96,13.50,63026000
1749,EDREDON KING 3 PCS 300 FIOS SPLENDORE ANDREZA,EDREDON,458.68,962.00,94049000
7606,COBRE LEITO CASAL 03 PCS 150 FIOS KARSTEN,COBRE LEITO,190.99,398.00,94049000
4192,PERFUME AMOR AMOR CACHAREL 100ML,PERFUME FEMININO,243.83,542.00,33030020
2039,MEIA INFANTIL 5/8 COD.2110 COD.2110 SELENE (TM.25 A 28),CONFECCOES,4.79,9.00,61159500
7663,ROUPAO INFANTIL MICROFIBRA KIDS ATLANTICA,ROUPAO,46.25,93.00,62089200
1233,JOGO DE CAMA CASAL 04 PÇS 150 FIOS PINHEIRO,JOGO DE CAMA,80.00,189.00,63022100
7389,COBRE LEITO S.KING TRAP 03PÇS LUCCA/III LUXUS BUDDEMEYER,COBRE LEITO,630.00,1798.00,94049000
7657,CHINELO MICROFIBRA SOFISTICATA ATLANTICA,DIVERSOS,15.00,30.00,64052000
7583,KIT GUARDANAPO COM PONTO AJOUR JOLITEX,DIVERSOS,13.90,28.50,63025100
7681,JOGO DE TOALHA GIGANTE CONSTANZA 05 PCS KARSTEN,JOGO DE TOALHAS,198.39,530.00,63026000
5171,TOALHA MESA 1.60/2.70 NATALINA 100 % ALG CELEBRATION KARSTEN,TOALHA DE MESA,42.15,87.00,63025100
4042,JOGO DE CAMA QUEEN 4PCS 300 FIOS NICOLA / NOCCIOLA TRUSSARD,JOGO DE CAMA,357.80,787.00,33030020
7246,JOGO DE CAMA CAMILLO QUEEN TRUSSARDI,JOGO DE CAMA,0.00,516.00,63023100
7397,TRILHO DESLIZANTE SIMPLES 3MTS CORES BELLA ARTE,VARAO,30.80,69.00,76041021
1170,CORTINA P/ TRILHO INOVE DUPLEX 5.40/2.70 BELLINI BELLA JANEL,CORTINA,197.19,478.00,63039200
923,JOGO DE CAMA CASAL 03 PCS MALHA FIO 30 FIO NOBRE,JOGO DE CAMA,25.55,54.00,63021000
3307,COBRE LEITO SOLTEIRO 02 PÇS 270 FIOS KARSTEN,COBRE LEITO,307.45,645.00,94049000
6873,MANTA BABY COM CAPUZ 0.75/1.00 JOLITEX,MANTA TIPO COBERTOR,33.00,69.00,63014000
7549,SAIA BOX KING 1.93/2.03 PETIT POA ALTENBURG,SAIA PARA COLCHAO,79.37,165.00,94049000
5794,CONJ.FEM CAMISETA MALHA C/SAIA 4A8 MALWEE,CONFECCOES,43.70,97.50,62042200
2636,CAPA PARA TRAVESSEIRO VIP P/M/G E 30/40 FIBRASCA,FRONHA,6.33,10.50,63041990
7579,PRATO RASO ORGANIC COPA&CIA,DIVERSOS,17.92,39.00,69120000
7671,FRONHA LIVORNO 50X70 TRUSSARDI,FRONHA,124.49,276.00,63023100
3754,KIT BERÇO AM 08 PÇS 200 FIOS RICHILIEU/LISTER BOY/ENCANTADA,KIT BERÇO,384.90,732.00,62092000
7560,FAQUEIRO 24 PÇS DE AÇO INOX POSITANO LYOR,DIVERSOS,51.33,120.00,82152000
5104,PERFUME PACHA BE INSANE FEMININO E MASCULINO,PERFUME FEMININO,114.16,99.00,33030020
7662,ROUPAO ADULTO MICROFIBRA KIMONO ATLANTICA,ROUPAO,31.25,66.00,62089200
7561,BANDEJA DE ZAMAC NIQUELADO BALLS 23X13X1 LYOR,DIVERSOS,42.00,84.00,79070090
7418,TAPETE CONDOR 2.00/2.50 EDANTEX,TAPETE,470.35,1098.00,57024200
6004,JOGO DE CAMA QUEEN 04 PÇS MISTO PINHEIRO,JOGO DE CAMA,59.00,148.00,63022100
7676,GUARDANAPO 02 PÇS ATLANTA/BARUC COPA&CIA,DIVERSOS,20.00,42.00,63039000
6580,PEL PAPAI NOEL ESQUI 38CM NIAZITEX,DIVERSOS,49.51,109.00,\N
7181,PETISQUEIRA C/ 5 DIVISORIAS BAMBU ROUND REF 1349,DIVERSOS,38.71,78.00,44191900
4151,TOALHA BANHO DUOMO 0.67/1.40 TEKA,TOALHAS AVULSA,13.75,78.00,63026000
7400,FRONHA AVULSA 0.50/0.90 DAMASK STRIPES BUDDEMEYER,FRONHA,43.05,99.00,63023100
4495,TOALHA BANHO GIGANTE MASSIMA 100X150 TRUSSARDI,TOALHAS AVULSA,205.05,398.00,33030020
4937,CAMINHO DE MESA 0.40/1.20 CROCHE FATEX,CAMINHO DE MESA,26.06,48.00,63025300
6926,JOGO DE CAMA KING 03 PCS ESTAMPADO 180 FIOS KARSTEN,JOGO DE CAMA,154.95,268.00,63022100
7680,JOGO DE CAMA QUEEN FORTORE TRUSSARDI,JOGO DE CAMA,479.96,1053.00,63023100
7684,TAPETE COURO PATCHWORK 3.00/4.00 TAPECOURO,TAPETE,2160.00,5400.00,43023000
7495,TOALHA PRAIA  BANHAO 0.86/1.63 TRUSSARD,TOALHAS AVULSA,80.57,196.00,63026000
7073,BANDEJA EM METAL COM ESPELHO REF 8156/7180/7178,DIVERSOS,23.51,55.00,73239900
7734,TOALHA DE MESA 1.60/2.10 RUSTICO ARGIVAI,TOALHA DE MESA,43.37,369.00,63025300
7740,MOLHEIRA DE CRISTAL DE CHUMBO DUBLIN 140 ML LYOR,DIVERSOS,7.80,18.00,70134100
4046,PERFUME MONT BLANC EXPLORER FOR MEN 100ML,PERFUME MASCULINO,156.02,676.00,33030010
7672,CACHEPOT DE CONCRETO C/SUCULENTA DE MADEIRA LYOR,DIVERSOS,11.63,27.00,68109900
6891,TAPETE ANTUERPIA/LIEGE/BRUXELAS 0.66/2.10 EDANTEX,TAPETE,82.40,249.00,57024200
4813,SAIA JEANS RENDA/SHORT SARJA/ESTAMP/BOLINHA 1 A 6 ANOS HAVE,CONFECCOES,30.83,63.00,61046200
7731,PRATO RASO DE VIDRO SODO-CALCIO TEMPERADO CARINE 27 CM LYOR,DIVERSOS,9.49,22.50,70134900
7732,PRATO P/SOBREMESA DE VIDRO SODO-CALCIO CARINE 27 CM LYOR,DIVERSOS,8.49,21.00,70134900
6732,PORTA VELAS EM VIDRO,DIVERSOS,7.65,18.00,94055000
7453,"BOWL DE CERAMICA GEOMETRICO 12,5 CM LYOR",DIVERSOS,7.57,18.00,69120000
7753,PRATO RASO DE PORCELANA BLUE/PINK GARDEN 26 CM LYOR,DIVERSOS,11.55,27.00,69111090
4349,PESEIRA SORANO RUGGINE 80CMX220M TRUSSARDI,MANTA TIPO COBERTOR,271.42,572.00,33030010
7707,GARRAFA TERMICA PLASTICO VINTAGE LYOR,DIVERSOS,64.87,147.00,96170010
7750,CAÇAROLA DE PORCELANA FARM 13X10X5 CM LYOR,DIVERSOS,14.15,33.00,69111090
7698,MOP GIRATORIO C/CABO EXTENSIVEL INOX C/ BALDE PLASTICO LYOR,DIVERSOS,45.00,96.00,96039000
